"TIME","Vent","Vout"
0.001598211613,-0.157705,-0.0351026
0.001599221714,-0.157217,-0.0357108
0.001600231815,-0.152407,-0.0364069
0.001601241916,-0.143508,-0.0371871
0.001602252017,-0.130931,-0.038044
0.001603262118,-0.115248,-0.038967
0.001604272219,-0.0971661,-0.0399421
0.00160528232,-0.0774982,-0.0409534
0.001606292421,-0.0571256,-0.0419829
0.001607302522,-0.0369605,-0.0430123
0.001608312623,-0.0179059,-0.0440227
0.001609322724,-0.000816199,-0.0449961
0.001610332825,0.0135402,-0.0459162
0.001611342926,0.0245146,-0.0467687
0.001612353027,0.031606,-0.0475425
0.001613363128,0.0344833,-0.0482297
0.001614373229,0.0329998,-0.0488259
0.00161538333,0.0271994,-0.0493309
0.001616393431,0.0173148,-0.0497482
0.001617403532,0.00375727,-0.0500853
0.001618413633,-0.0129012,-0.0503528
0.001619423734,-0.031953,-0.0505644
0.001620433835,-0.0525857,-0.0507363
0.001621443936,-0.073918,-0.0508843
0.001622454037,-0.0950374,-0.0510324
0.001623464138,-0.115041,-0.0511939
0.001624474239,-0.133074,-0.0513884
0.00162548434,-0.148369,-0.0516324
0.001626494441,-0.160276,-0.0519399
0.001627504542,-0.168295,-0.0523221
0.001628514643,-0.172094,-0.052787
0.001629524744,-0.171527,-0.0533387
0.001630534845,-0.166638,-0.0539775
0.001631544946,-0.157658,-0.0546997
0.001632555047,-0.145,-0.055498
0.001633565148,-0.129235,-0.0563615
0.001634575249,-0.111072,-0.0572766
0.00163558535,-0.0913213,-0.0582271
0.001636595451,-0.0708655,-0.0591947
0.001637605552,-0.0506168,-0.0601624
0.001638615653,-0.031478,-0.0611099
0.001639625754,-0.0143035,-0.0620198
0.001640635855,0.000138263,-0.0628756
0.001641645956,0.0111985,-0.0636633
0.001642656057,0.0183762,-0.0643715
0.001643666158,0.0213405,-0.0649924
0.001644676259,0.0199444,-0.0655217
0.00164568636,0.014232,-0.0659591
0.001646696461,0.00443585,-0.0663082
0.001647706562,-0.00903265,-0.0665763
0.001648716663,-0.0256016,-0.0667742
0.001649726764,-0.0445633,-0.0669155
0.001650736865,-0.0651055,-0.0670165
0.001651746966,-0.0863467,-0.0670926
0.001652757067,-0.107375,-0.0671688
0.001653767168,-0.127286,-0.0672574
0.001654777269,-0.145227,-0.0673784
0.00165578737,-0.160429,-0.0675482
0.001656797471,-0.172242,-0.0677808
0.001657807572,-0.180167,-0.0680876
0.001658817673,-0.183872,-0.0684764
0.001659827774,-0.18321,-0.0689513
0.001660837875,-0.178225,-0.0695127
0.001661847976,-0.169149,-0.0701569
0.001662858077,-0.156395,-0.0708766
0.001663868178,-0.140534,-0.0716609
0.001664878279,-0.122273,-0.0724961
0.00166588838,-0.102424,-0.0733662
0.001666898481,-0.0818706,-0.0742524
0.001667908582,-0.0615232,-0.0751387
0.001668918683,-0.0422853,-0.0760039
0.001669928784,-0.0250114,-0.0768309
0.001670938885,-0.0104697,-0.0776033
0.001671948986,0.000690847,-0.0783069
0.001672959087,0.00796938,-0.0789305
0.001673969188,0.0110348,-0.0794661
0.001674979289,0.00974036,-0.0799096
0.00167598939,0.00412992,-0.0802606
0.001676999491,-0.0055638,-0.0805227
0.001678009592,-0.0189295,-0.0807033
0.001679019693,-0.0353952,-0.0808131
0.001680029794,-0.0542533,-0.0808658
0.001681039895,-0.0746915,-0.0808775
0.001682049997,-0.0958283,-0.0808636
0.001683060098,-0.116751,-0.0808496
0.001684070199,-0.136558,-0.0808473
0.0016850803,-0.154393,-0.0808769
0.001686090401,-0.169489,-0.0809546
0.001687100502,-0.181196,-0.0810947
0.001688110603,-0.189015,-0.0813084
0.001689120704,-0.192612,-0.0816036
0.001690130805,-0.191843,-0.0819844
0.001691140906,-0.18675,-0.0824511
0.001692151007,-0.177567,-0.0830001
0.001693161108,-0.164704,-0.0836241
0.001694171209,-0.148734,-0.0843122
0.00169518131,-0.130364,-0.0850507
0.001696191411,-0.110406,-0.0858338
0.001697201512,-0.0897429,-0.0866169
0.001698211613,-0.0692855,-0.0874
0.001699221714,-0.0499374,-0.0881665
0.001700231815,-0.0325528,-0.0888943
0.001701241916,-0.0179002,-0.0895669
0.001702252017,-0.00662849,-0.0901704
0.001703262118,0.000761542,-0.0906933
0.001704272219,0.00393877,-0.0911278
0.00170528232,0.00275639,-0.0914697
0.001706292421,-0.00274168,-0.0917186
0.001707302522,-0.0123228,-0.0918782
0.001708312623,-0.0255755,-0.0919558
0.001709322724,-0.0419281,-0.0919622
0.001710332825,-0.0606727,-0.091911
0.001711342926,-0.0809973,-0.0918184
0.001712353027,-0.10202,-0.0916994
0.001713363128,-0.122829,-0.0915805
0.001714373229,-0.142521,-0.0914725
0.00171538333,-0.160242,-0.091396
0.001716393431,-0.175223,-0.0913673
0.001717403532,-0.186815,-0.0914005
0.001718413633,-0.194518,-0.0915068
0.001719423734,-0.198,-0.0916942
0.001720433835,-0.197115,-0.0919669
0.001721443936,-0.191906,-0.092325
0.001722454037,-0.182606,-0.0927651
0.001723464138,-0.169627,-0.0932797
0.001724474239,-0.15354,-0.093858
0.00172548434,-0.135053,-0.0944864
0.001726494441,-0.114979,-0.0951586
0.001727504542,-0.0941981,-0.0958309
0.001728514643,-0.0736233,-0.0965031
0.001729524744,-0.0541576,-0.097158
0.001730534845,-0.0366553,-0.0977738
0.001731544946,-0.0218848,-0.0983341
0.001732555047,-0.010495,-0.0988249
0.001733565148,-0.00298676,-0.0992348
0.001734575249,0.000308832,-0.0995559
0.00173558535,-0.000755035,-0.0997841
0.001736595451,-0.00613446,-0.099919
0.001737605552,-0.0155968,-0.0999642
0.001738615653,-0.0287306,-0.0999271
0.001739625754,-0.0449641,-0.0998184
0.001740635855,-0.0635896,-0.0996519
0.001741645956,-0.0837948,-0.0994436
0.001742656057,-0.104698,-0.0992086
0.001743666158,-0.125388,-0.0989735
0.001744676259,-0.14496,-0.098749
0.00174568636,-0.162561,-0.0985556
0.001746696461,-0.177422,-0.0984097
0.001747706562,-0.188894,-0.0983255
0.001748716663,-0.196477,-0.0983141
0.001749726764,-0.199839,-0.0983836
0.001750736865,-0.198834,-0.0985379
0.001751746966,-0.193505,-0.0987776
0.001752757067,-0.184085,-0.0990989
0.001753767168,-0.170986,-0.0994944
0.001754777269,-0.154778,-0.0999535
0.00175578737,-0.136171,-0.100462
0.001756797471,-0.115976,-0.101015
0.001757807572,-0.095075,-0.101567
0.001758817673,-0.0743797,-0.102119
0.001759827774,-0.0547934,-0.102653
0.001760837875,-0.0371705,-0.103149
0.001761847976,-0.0222794,-0.103588
0.001762858077,-0.010769,-0.103958
0.001763868178,-0.00314005,-0.104246
0.001764878279,0.000276194,-0.104446
0.00176588838,-0.000667016,-0.104552
0.001766898481,-0.00592579,-0.104565
0.001767908582,-0.0152674,-0.104488
0.001768918683,-0.0282807,-0.104329
0.001769928784,-0.0443935,-0.104098
0.001770938885,-0.0628984,-0.103809
0.001771948986,-0.0829831,-0.103478
0.001772959087,-0.103766,-0.10312
0.001773969188,-0.124335,-0.102761
0.001774979289,-0.143787,-0.102414
0.00177598939,-0.161267,-0.102097
0.001776999491,-0.176008,-0.101827
0.001778009592,-0.18736,-0.10162
0.001779019693,-0.194823,-0.101484
0.001780029794,-0.198065,-0.10143
0.001781039895,-0.196939,-0.10146
0.001782049997,-0.19149,-0.101576
0.001783060098,-0.18195,-0.101773
0.001784070199,-0.168731,-0.102044
0.0017850803,-0.152404,-0.102378
0.001786090401,-0.133677,-0.102762
0.001787100502,-0.113363,-0.10319
0.001788110603,-0.092342,-0.103617
0.001789120704,-0.0715274,-0.104045
0.001790130805,-0.0518218,-0.104454
0.001791140906,-0.0340798,-0.104824
0.001792151007,-0.0190697,-0.105139
0.001793161108,-0.00744042,-0.105383
0.001794171209,0.0003072,-0.105546
0.00179518131,0.00384203,-0.105621
0.001796191411,0.00301727,-0.105602
0.001797201512,-0.00212321,-0.10549
0.001798211613,-0.0113467,-0.105287
0.001799221714,-0.024242,-0.105002
0.001800231815,-0.040237,-0.104646
0.001801241916,-0.0586243,-0.104231
0.001802252017,-0.0785915,-0.103775
0.001803262118,-0.0992571,-0.103291
0.001804272219,-0.119709,-0.102807
0.00180528232,-0.139044,-0.102334
0.001806292421,-0.156408,-0.101892
0.001807302522,-0.171032,-0.101497
0.001808312623,-0.182268,-0.101163
0.001809322724,-0.189614,-0.100903
0.001810332825,-0.19274,-0.100723
0.001811342926,-0.191499,-0.100628
0.001812353027,-0.185934,-0.100618
0.001813363128,-0.176279,-0.100689
0.001814373229,-0.162945,-0.100835
0.00181538333,-0.146503,-0.101045
0.001816393431,-0.127662,-0.101304
0.001817403532,-0.107233,-0.101606
0.001818413633,-0.0860979,-0.101908
0.001819423734,-0.0651694,-0.102211
0.001820433835,-0.0453503,-0.102495
0.001821443936,-0.027495,-0.10274
0.001822454037,-0.0123718,-0.10293
0.001823464138,-0.000629725,-0.10305
0.001824474239,0.00723041,-0.103089
0.00182548434,0.0108775,-0.103038
0.001826494441,0.0101647,-0.102895
0.001827504542,0.00513585,-0.102658
0.001828514643,-0.00397629,-0.102332
0.001829524744,-0.0167605,-0.101923
0.001830534845,-0.0326447,-0.101443
0.001831544946,-0.0509215,-0.100904
0.001832555047,-0.0707786,-0.100324
0.001833565148,-0.0913343,-0.0997169
0.001834575249,-0.111677,-0.0991098
0.00183558535,-0.130902,-0.0985133
0.001836595451,-0.148157,-0.0979479
0.001837605552,-0.162673,-0.09743
0.001838615653,-0.173801,-0.0969739
0.001839625754,-0.181039,-0.0965906
0.001840635855,-0.184058,-0.0962883
0.001841645956,-0.182709,-0.0960709
0.001842656057,-0.177038,-0.0959389
0.001843666158,-0.167276,-0.0958887
0.001844676259,-0.153836,-0.0959129
0.00184568636,-0.137288,-0.0960007
0.001846696461,-0.118342,-0.0961385
0.001847706562,-0.0978077,-0.09632
0.001848716663,-0.0765683,-0.0965015
0.001849726764,-0.0555356,-0.0966831
0.001850736865,-0.0356127,-0.0968472
0.001851746966,-0.0176539,-0.0969722
0.001852757067,-0.00242775,-0.0970419
0.001853767168,0.00941699,-0.0970419
0.001854777269,0.0173794,-0.0969612
0.00185578737,0.0211282,-0.0967918
0.001856797471,0.0205168,-0.0965296
0.001857807572,0.015589,-0.0961742
0.001858817673,0.00657744,-0.0957293
0.001859827774,-0.00610658,-0.0952022
0.001860837875,-0.0218911,-0.0946038
0.001861847976,-0.0400687,-0.0939477
0.001862858077,-0.0598268,-0.0932501
0.001863868178,-0.0802842,-0.0925261
0.001864878279,-0.100529,-0.0918022
0.00186588838,-0.119657,-0.0910891
0.001866898481,-0.136815,-0.0904075
0.001867908582,-0.151234,-0.0897738
0.001868918683,-0.162265,-0.0892021
0.001869928784,-0.169408,-0.0887036
0.001870938885,-0.172331,-0.0882863
0.001871948986,-0.170888,-0.0879543
0.001872959087,-0.165123,-0.0877081
0.001873969188,-0.155267,-0.0875439
0.001874979289,-0.141734,-0.0874545
0.00187598939,-0.125093,-0.087429
0.001876999491,-0.106054,-0.0874539
0.001878009592,-0.0854284,-0.0875231
0.001879019693,-0.0640977,-0.0875924
0.001880029794,-0.0429742,-0.0876617
0.001881039895,-0.0229609,-0.0877143
0.001882049997,-0.00491237,-0.0877282
0.001883060098,0.0104031,-0.0876871
0.001884070199,0.0223366,-0.0875768
0.0018850803,0.0303872,-0.087386
0.001886090401,0.0342238,-0.087107
0.001887100502,0.0336996,-0.0867355
0.001888110603,0.0288585,-0.0862712
0.001889120704,0.019933,-0.0857179
0.001890130805,0.00733462,-0.0850827
0.001891140906,-0.00836488,-0.0843766
0.001892151007,-0.0264579,-0.0836133
0.001893161108,-0.0461321,-0.0828089
0.001894171209,-0.0665061,-0.0819787
0.00189518131,-0.0866675,-0.0811486
0.001896191411,-0.105714,-0.08033
0.001897201512,-0.12279,-0.0795433
0.001898211613,-0.137128,-0.0788049
0.001899221714,-0.148078,-0.078129
0.001900231815,-0.155141,-0.0775267
0.001901241916,-0.157985,-0.0770061
0.001902252017,-0.156463,-0.0765713
0.001903262118,-0.150619,-0.0762227
0.001904272219,-0.140686,-0.0759566
0.00190528232,-0.127075,-0.0757657
0.001906292421,-0.110358,-0.0756392
0.001907302522,-0.0912433,-0.0755635
0.001908312623,-0.0705423,-0.0755225
0.001909322724,-0.0491368,-0.0754976
0.001910332825,-0.0279391,-0.0754727
0.001911342926,-0.00785234,-0.0754267
0.001912353027,0.0102692,-0.0753425
0.001913363128,0.0256569,-0.0752037
0.001914373229,0.0376622,-0.0749963
0.00191538333,0.0457839,-0.074709
0.001916393431,0.049691,-0.0743338
0.001917403532,0.0492366,-0.0738668
0.001918413633,0.0444647,-0.0733074
0.001919423734,0.0356078,-0.0726595
0.001920433835,0.0230774,-0.0719304
0.001921443936,0.00744518,-0.0711308
0.001922454037,-0.0105811,-0.0702745
0.001923464138,-0.0301893,-0.0693777
0.001924474239,-0.0504979,-0.0684559
0.00192548434,-0.0705946,-0.0675342
0.001926494441,-0.0895764,-0.0666248
0.001927504542,-0.106589,-0.0657479
0.001928514643,-0.120864,-0.0649199
0.001929524744,-0.131753,-0.0641548
0.001930534845,-0.138754,-0.0634641
0.001931544946,-0.141537,-0.0628555
0.001932555047,-0.139955,-0.0623333
0.001933565148,-0.134052,-0.0618978
0.001934575249,-0.12406,-0.0615455
0.00193558535,-0.110391,-0.0612689
0.001936595451,-0.0936163,-0.0610574
0.001937605552,-0.0744444,-0.0608973
0.001938615653,-0.0536872,-0.0607723
0.001939625754,-0.0322263,-0.0606644
0.001940635855,-0.0109738,-0.0605565
0.001941645956,0.00916707,-0.0604284
0.001942656057,0.027342,-0.0602627
0.001943666158,0.0427825,-0.060043
0.001944676259,0.0548398,-0.0597553
0.00194568636,0.0630128,-0.0593883
0.001946696461,0.0669706,-0.0589341
0.001947706562,0.0665662,-0.0583885
0.001948716663,0.0618435,-0.0577514
0.001949726764,0.0530352,-0.0570262
0.001950736865,0.0405526,-0.0562205
0.001951746966,0.0249676,-0.0553449
0.001952757067,0.00698775,-0.0544134
0.001953767168,-0.0125747,-0.0534419
0.001954777269,-0.0328382,-0.0524464
0.00195578737,-0.0528906,-0.0514509
0.001956797471,-0.0718288,-0.0504689
0.001957807572,-0.0887986,-0.0495199
0.001958817673,-0.103031,-0.0486205
0.001959827774,-0.113879,-0.0477847
0.001960837875,-0.120839,-0.0470238
0.001961847976,-0.123582,-0.0463458
0.001962858077,-0.121961,-0.0457549
0.001963868178,-0.116019,-0.0452513
0.001964878279,-0.105989,-0.0448316
0.00196588838,-0.0922829,-0.0444883
0.001966898481,-0.0754722,-0.0442107
0.001967908582,-0.0562646,-0.0439851
0.001968918683,-0.0354725,-0.0437955
0.001969928784,-0.0139774,-0.0436239
0.001970938885,0.00730854,-0.0434523
0.001971948986,0.0274822,-0.0432615
0.001972959087,0.0456891,-0.0430338
0.001973969188,0.0611608,-0.0427529
0.001974979289,0.0732486,-0.0424046
0.00197598939,0.0814514,-0.0419776
0.001976999491,0.0854382,-0.0414642
0.001978009592,0.085062,-0.0408602
0.001979019693,0.0803669,-0.0401652
0.001980029794,0.0715854,-0.039383
0.001981039895,0.0591288,-0.0385209
0.001982049997,0.0435691,-0.0375897
0.001983060098,0.0256138,-0.0366032
0.001984070199,0.00607515,-0.0355774
0.0019850803,-0.0141653,-0.0345288
0.001986090401,-0.0341954,-0.0334802
0.001987100502,-0.0531121,-0.0324461
0.001988110603,-0.0700611,-0.0314458
0.001989120704,-0.084274,-0.0304958
0.001990130805,-0.0951019,-0.0296101
0.001991140906,-0.102044,-0.0288002
0.001992151007,-0.104769,-0.0280738
0.001993161108,-0.103131,-0.0274352
0.001994171209,-0.0971726,-0.0268848
0.00199518131,-0.0871274,-0.0264189
0.001996191411,-0.0734065,-0.0260302
0.001997201512,-0.0565818,-0.0257079
0.001998211613,-0.037361,-0.0254384
0.001999221714,-0.0165564,-0.0252056
0.002000231815,0.00495037,-0.0249919
0.002001241916,0.0262472,-0.0247783
0.002002252017,0.0464309,-0.0245465
0.002003262118,0.0646472,-0.0242786
0.002004272219,0.0801276,-0.0239582
0.00200528232,0.0922232,-0.0235712
0.002006292421,0.100433,-0.0231063
0.002007302522,0.104426,-0.0225557
0.002008312623,0.104056,-0.0219153
0.002009322724,0.0993654,-0.0211847
0.002010332825,0.0905879,-0.0203675
0.002011342926,0.0781346,-0.0194713
0.002012353027,0.0625774,-0.0185067
0.002013363128,0.0446238,-0.0174876
0.002014373229,0.0250861,-0.01643
0.00201538333,0.00484587,-0.0153508
0.002016393431,-0.0151848,-0.0142715
0.002017403532,-0.0341028,-0.0132079
0.002018413633,-0.0510539,-0.0121789
0.002019423734,-0.0652696,-0.011201
0.002020433835,-0.0761012,-0.0102882
0.002021443936,-0.0830477,-0.00945182
0.002022454037,-0.085778,-0.00869985
0.002023464138,-0.0841455,-0.00803648
0.002024474239,-0.078194,-0.00746201
0.00202548434,-0.0681562,-0.00697286
0.002026494441,-0.0544435,-0.00656171
0.002027504542,-0.0376278,-0.0062178
