"TIME","Vout"
0,0.00035536
2.381761929e-006,0.00035536
4.848193236e-006,0.000355369
6.514859903e-006,0.000355441
7.348193236e-006,0.00035556
8.181526569e-006,0.000355814
9.014859903e-006,0.000356317
9.848193236e-006,0.000357253
1.068152657e-005,0.000358906
1.15148599e-005,0.000361694
1.234819324e-005,0.000366208
1.318152657e-005,0.000373258
1.40148599e-005,0.000383918
1.484819324e-005,0.000399572
1.568152657e-005,0.000421955
1.65148599e-005,0.000453188
1.734819324e-005,0.000495808
1.818152657e-005,0.000552774
1.90148599e-005,0.000627468
1.984819324e-005,0.000723671
2.068152657e-005,0.000845516
2.15148599e-005,0.000997422
2.234819324e-005,0.00118401
2.318152657e-005,0.00140997
2.40148599e-005,0.00167997
2.484819324e-005,0.00199845
2.568152657e-005,0.00236952
2.65148599e-005,0.00279675
2.734819324e-005,0.003283
2.818152657e-005,0.00383025
2.90148599e-005,0.00443946
2.984819324e-005,0.00511039
3.068152657e-005,0.00584154
3.15148599e-005,0.00662998
3.234819324e-005,0.00747135
3.318152657e-005,0.00835982
3.40148599e-005,0.00928813
3.484819324e-005,0.0102476
3.568152657e-005,0.0112284
3.734819324e-005,0.0132086
3.818152657e-005,0.0141835
3.90148599e-005,0.0151308
3.984819324e-005,0.0160372
4.068152657e-005,0.0168896
4.15148599e-005,0.017675
4.234819324e-005,0.0183814
4.318152657e-005,0.0189974
4.40148599e-005,0.0195131
4.484819324e-005,0.0199199
4.568152657e-005,0.0202106
4.65148599e-005,0.0203801
4.734819324e-005,0.0204249
4.818152657e-005,0.0203435
4.90148599e-005,0.0201361
4.984819324e-005,0.0198051
5.068152657e-005,0.0193543
5.15148599e-005,0.0187894
5.234819324e-005,0.0181173
5.318152657e-005,0.0173464
5.40148599e-005,0.0164859
5.484819324e-005,0.015546
5.568152657e-005,0.0145373
5.65148599e-005,0.0134709
5.734819324e-005,0.0123578
5.818152657e-005,0.011209
5.90148599e-005,0.0100352
5.984819324e-005,0.0088466
6.068152657e-005,0.00765285
6.15148599e-005,0.0064629
6.234819324e-005,0.00528501
6.318152657e-005,0.00412666
6.40148599e-005,0.00299459
6.484819324e-005,0.00189484
6.568152657e-005,0.000832782
6.65148599e-005,-0.000186764
6.734819324e-005,-0.00115948
6.818152657e-005,-0.00208145
6.90148599e-005,-0.00294907
6.984819324e-005,-0.00375896
7.068152657e-005,-0.00450792
7.15148599e-005,-0.00519285
7.234819324e-005,-0.00581078
7.318152657e-005,-0.00635879
7.40148599e-005,-0.00683411
7.484819324e-005,-0.0072341
7.568152657e-005,-0.00755637
7.65148599e-005,-0.00779885
7.734819324e-005,-0.00795987
7.818152657e-005,-0.0080383
7.90148599e-005,-0.00803366
7.984819324e-005,-0.0079462
8.068152657e-005,-0.00777706
8.15148599e-005,-0.00752829
8.234819324e-005,-0.00720298
8.318152657e-005,-0.00680525
8.40148599e-005,-0.00634026
8.484819324e-005,-0.00581423
8.568152657e-005,-0.00523434
8.65148599e-005,-0.00460865
8.734819324e-005,-0.00394598
8.818152657e-005,-0.00325574
8.90148599e-005,-0.00254779
8.984819324e-005,-0.00183219
9.068152657e-005,-0.00111903
9.15148599e-005,-0.000418189
9.234819324e-005,0.000260874
9.318152657e-005,0.00090932
9.40148599e-005,0.00151913
9.484819324e-005,0.00208327
9.568152657e-005,0.00259583
9.65148599e-005,0.00305212
9.734819324e-005,0.00344875
9.818152657e-005,0.00378365
9.90148599e-005,0.00405606
9.984819324e-005,0.00426646
0.0001006815266,0.00441653
0.0001015148599,0.00450896
0.0001023481932,0.00454737
0.0001031815266,0.00453607
0.0001040148599,0.00447995
0.0001048481932,0.00438422
0.0001056815266,0.00425425
0.0001065148599,0.00409539
0.0001073481932,0.00391278
0.0001081815266,0.00371123
0.0001090148599,0.00349506
0.0001098481932,0.00326805
0.0001106815266,0.00303336
0.0001115148599,0.00279349
0.0001123481932,0.00255033
0.0001131815266,0.00230516
0.0001140148599,0.00205875
0.0001148481932,0.00181143
0.0001156815266,0.00156323
0.0001165148599,0.00131399
0.0001173481932,0.00106346
0.0001181815266,0.000811507
0.0001190148599,0.000558159
0.0001198481932,0.000303758
0.0001206815266,4.90324e-005
0.0001215148599,-0.000204839
0.0001223481932,-0.000456187
0.0001231815266,-0.000702855
0.0001240148599,-0.000942214
0.0001248481932,-0.00117123
0.0001256815266,-0.00138654
0.0001265148599,-0.00158455
0.0001273481932,-0.0017616
0.0001281815266,-0.00191405
0.0001290148599,-0.00203849
0.0001298481932,-0.00213183
0.0001306815266,-0.00219149
0.0001315148599,-0.00221552
0.0001323481932,-0.00220268
0.0001331815266,-0.00215258
0.0001340148599,-0.0020657
0.0001348481932,-0.00194342
0.0001356815266,-0.00178804
0.0001365148599,-0.0016027
0.0001373481932,-0.00139133
0.0001381815266,-0.00115852
0.0001390148599,-0.000909407
0.0001398481932,-0.000649518
0.0001406815266,-0.000384582
0.0001415148599,-0.000120361
0.0001423481932,0.000137538
0.0001431815266,0.000383839
0.0001440148599,0.000613764
0.0001448481932,0.000823175
0.0001456815266,0.0010087
0.0001465148599,0.00116783
0.0001473481932,0.00129896
0.0001481815266,0.00140143
0.0001490148599,0.00147549
0.0001498481932,0.0015223
0.0001506815266,0.00154377
0.0001515148599,0.00154252
0.0001523481932,0.00152172
0.0001531815266,0.00148491
0.0001540148599,0.0014359
0.0001548481932,0.00137851
0.0001556815266,0.00131649
0.0001565148599,0.0012533
0.0001573481932,0.001192
0.0001581815266,0.00113513
0.0001590148599,0.0010846
0.0001598481932,0.00104164
0.0001606815266,0.00100677
0.0001615148599,0.000979823
0.0001623481932,0.000959947
0.0001631815266,0.000945709
0.0001640148599,0.000935181
0.0001648481932,0.000926056
0.0001656815266,0.000915793
0.0001665148599,0.000901764
0.0001673481932,0.000881404
0.0001681815266,0.000852364
0.0001690148599,0.000812647
0.0001698481932,0.000760733
0.0001706815266,0.00069568
0.0001715148599,0.000617192
0.0001723481932,0.000525669
0.0001731815266,0.000422214
0.0001740148599,0.000308608
0.0001748481932,0.000187259
0.0001756815266,6.11164e-005
0.0001765148599,-6.64454e-005
0.0001773481932,-0.000191755
0.0001781815266,-0.000310998
0.0001790148599,-0.00042037
0.0001798481932,-0.000516243
0.0001806815266,-0.00059532
0.0001815148599,-0.000654778
0.0001823481932,-0.000692398
0.0001831815266,-0.000706664
0.0001840148599,-0.00069684
0.0001848481932,-0.000663011
0.0001856815266,-0.000606095
0.0001865148599,-0.000527813
0.0001873481932,-0.000430633
0.0001881815266,-0.000317676
0.0001890148599,-0.000192603
0.0001898481932,-5.94677e-005
0.0001906815266,7.74339e-005
0.0001915148599,0.000213735
0.0001923481932,0.000345169
0.0001931815266,0.00046773
0.0001940148599,0.000577835
0.0001948481932,0.000672455
0.0001956815266,0.00074923
0.0001965148599,0.000806555
0.0001973481932,0.00084363
0.0001981815266,0.000860481
0.0001990148599,0.000857943
0.0001998481932,0.00083761
0.0002006815266,0.000801753
0.0002015148599,0.000753209
0.0002023481932,0.000695251
0.0002031815266,0.000631434
0.0002040148599,0.000565435
0.0002048481932,0.000500889
0.0002056815266,0.000441228
0.0002065148599,0.000389526
0.0002073481932,0.00034837
0.0002081815266,0.000319746
0.0002090148599,0.000304958
0.0002098481932,0.000304573
0.0002106815266,0.000318403
0.0002115148599,0.00034552
0.0002123481932,0.000384307
0.0002131815266,0.000432534
0.0002140148599,0.000487466
0.0002148481932,0.000545994
0.0002156815266,0.00060478
0.0002165148599,0.000660415
0.0002173481932,0.000709577
0.0002181815266,0.00074919
0.0002190148599,0.00077657
0.0002198481932,0.000789549
0.0002206815266,0.000786586
0.0002215148599,0.000766842
0.0002223481932,0.000730225
0.0002231815266,0.000677409
0.0002240148599,0.000609806
0.0002248481932,0.000529518
0.0002256815266,0.000439252
0.0002265148599,0.000342205
0.0002273481932,0.000241933
0.0002281815266,0.000142198
0.0002290148599,4.6811e-005
0.0002298481932,-4.05346e-005
0.0002306815266,-0.000116421
0.0002315148599,-0.000177855
0.0002323481932,-0.000222396
0.0002331815266,-0.000248266
0.0002340148599,-0.000254427
0.0002348481932,-0.000240628
0.0002356815266,-0.000207419
0.0002365148599,-0.000156131
