"TIME","Vout"
0,-0.0103225
4.971040017e-008,-0.0103224
9.485963043e-008,-0.0103206
1.4721762e-007,-0.0103132
2.057712169e-007,-0.0102975
4.965357886e-007,-0.0101967
8.438505443e-007,-0.0100894
1.333306749e-006,-0.00994703
2.099156499e-006,-0.00971916
3.176746354e-006,-0.00935499
4.33474424e-006,-0.00887011
5.849895755e-006,-0.00802769
7.36504727e-006,-0.00689739
8.880198786e-006,-0.00544241
1.03953503e-005,-0.00364465
1.191050182e-005,-0.00150494
1.342565333e-005,0.000958123
1.494080485e-005,0.00370992
1.645595636e-005,0.00670154
1.797110788e-005,0.00987144
1.948625939e-005,0.0131471
2.100141091e-005,0.0164469
2.251656242e-005,0.0196814
2.403171394e-005,0.022756
2.554686545e-005,0.0255722
2.706201697e-005,0.0280311
2.857716848e-005,0.0300351
3.009232e-005,0.0314915
3.160747151e-005,0.0323156
3.312262303e-005,0.032434
3.463777454e-005,0.0317877
3.615292606e-005,0.0303358
3.766807757e-005,0.0280577
3.918322909e-005,0.024956
4.06983806e-005,0.0210579
4.221353212e-005,0.0164165
4.372868363e-005,0.0111108
4.524383515e-005,0.00524477
4.675898666e-005,-0.00105445
4.827413818e-005,-0.00763897
4.978928969e-005,-0.0143438
5.130444121e-005,-0.0209913
5.281959272e-005,-0.0273957
5.433474424e-005,-0.033369
5.584989576e-005,-0.0387273
5.736504727e-005,-0.043298
5.888019879e-005,-0.0469272
6.03953503e-005,-0.0494854
6.191050182e-005,-0.0508731
6.342565333e-005,-0.0510255
6.494080485e-005,-0.0499158
6.645595636e-005,-0.0475582
6.797110788e-005,-0.0440084
6.948625939e-005,-0.0393635
7.100141091e-005,-0.0337592
7.251656242e-005,-0.0273669
7.403171394e-005,-0.020388
7.554686545e-005,-0.0130483
7.706201697e-005,-0.00559081
7.857716848e-005,0.00173364
8.009232e-005,0.00867507
8.160747151e-005,0.0149885
8.312262303e-005,0.0204426
8.463777454e-005,0.0248352
8.615292606e-005,0.0280028
8.766807757e-005,0.0298212
8.918322909e-005,0.030213
9.06983806e-005,0.0291508
9.221353212e-005,0.0266594
9.372868363e-005,0.0228156
9.524383515e-005,0.0177456
9.675898666e-005,0.0116219
9.827413818e-005,0.00465821
9.978928969e-005,-0.00289657
0.0001013044412,-0.0107687
0.0001028195927,-0.0186744
0.0001043347442,-0.0263318
0.0001058498958,-0.0334501
0.0001073650473,-0.0397467
0.0001088801988,-0.0449824
0.0001103953503,-0.0489575
0.0001119105018,-0.0515132
0.0001134256533,-0.0525427
0.0001149408048,-0.0519961
0.0001164559564,-0.0498825
0.0001179711079,-0.0462707
0.0001194862594,-0.0412862
0.0001210014109,-0.0351073
0.0001225165624,-0.0279588
0.0001240317139,-0.0201062
0.0001255468655,-0.0118459
0.000127062017,-0.00349077
0.0001285771685,0.00465254
0.00013009232,0.0122802
0.0001316074715,0.01907
0.000133122623,0.0247564
0.0001346377745,0.0291234
0.0001361529261,0.0319943
0.0001376680776,0.033249
0.0001391832291,0.0328304
0.0001406983806,0.0307452
0.0001422135321,0.0270645
0.0001437286836,0.0219212
0.0001452438351,0.0155071
0.0001467589867,0.00806724
0.0001482741382,-0.000110308
0.0001497892897,-0.00870671
0.0001513044412,-0.0173955
0.0001528195927,-0.0258683
0.0001542469794,-0.0333322
0.0001557215378,-0.0401987
0.0001572366893,-0.0461141
0.0001587518408,-0.0506408
0.0001602669923,-0.0535925
0.0001617821438,-0.0548469
0.0001632972953,-0.054348
0.0001648124469,-0.0521082
0.0001663275984,-0.0482088
0.0001678427499,-0.0427965
0.0001693579014,-0.036079
0.0001708730529,-0.0283191
0.0001723882044,-0.0198244
0.000173903356,-0.010935
0.0001754185075,-0.00199802
0.000176933659,0.00666787
0.000178299949,0.0139356
0.0001796542599,0.0203612
0.0001811694114,0.0263915
0.000182684563,0.0309608
0.0001841997145,0.0338821
0.000185714866,0.0350336
0.0001872300175,0.034363
0.000188745169,0.0318897
0.0001902603205,0.027706
0.000191775472,0.0219749
0.0001932906236,0.0149247
0.0001948057751,0.00683891
0.0001963209266,-0.00195431
0.0001978360781,-0.011098
0.0001993512296,-0.020264
0.0002006094262,-0.0276523
0.0002019121988,-0.0347647
0.0002032767923,-0.0414326
0.0002047919438,-0.0476351
0.0002063070953,-0.0523244
0.0002078222469,-0.0553095
0.0002093373984,-0.0564655
0.0002108525499,-0.0557402
0.0002123677014,-0.0531568
0.0002138828529,-0.0488137
0.0002153980044,-0.0428823
0.0002169131559,-0.0356014
0.0002184283075,-0.0272678
0.000219943459,-0.0182246
0.0002214586105,-0.0088455
0.000222973762,0.000524065
0.0002241294556,0.00746166
0.0002253462102,0.0142803
0.0002267188528,0.0211868
0.0002282340043,0.0275716
0.0002297491558,0.0324003
0.0002312643073,0.0354748
0.0002327794588,0.0366647
0.0002342946103,0.0359148
0.0002358097618,0.0332493
0.0002373249134,0.0287725
0.0002388400649,0.0226659
0.0002403552164,0.0151796
0.0002418703679,0.00662267
0.0002433855194,-0.00264666
0.0002449006709,-0.0122485
0.000246128321,-0.0200866
0.0002472058073,-0.0267811
0.0002483185424,-0.033301
0.0002497701767,-0.0410207
0.0002512853282,-0.0478273
0.0002528004797,-0.0530795
0.0002543156312,-0.0565606
0.0002558307828,-0.0581232
0.0002573459343,-0.0576967
0.0002588610858,-0.0552923
0.0002603762373,-0.0510032
0.0002618913888,-0.0450032
0.0002634065403,-0.0375391
0.0002649216919,-0.0289214
0.0002664368434,-0.019512
0.0002679519949,-0.00970845
0.0002694671464,0.0001453
0.0002705519263,0.00701657
0.0002717012514,0.01386
0.0002732164029,0.0219771
0.0002747315544,0.0287491
0.0002762467059,0.0338937
0.0002777618574,0.0371947
0.0002792770089,0.0385093
0.0002807921604,0.0377759
0.000282307312,0.035019
0.0002838224635,0.0303496
0.000285337615,0.0239604
0.0002868527665,0.0161168
0.000288367918,0.00714835
0.0002898830695,-0.00256171
0.0002913982211,-0.0126214
0.0002924297691,-0.0195631
0.0002933953217,-0.025885
0.0002943862161,-0.0320762
0.0002959013676,-0.0407571
0.0002974165191,-0.0481531
0.0002989316706,-0.0539611
0.0003004468221,-0.0579393
0.0003019619736,-0.0599174
0.0003034771251,-0.0598066
0.0003049922767,-0.0576048
0.0003065074282,-0.0533987
0.0003080225797,-0.047361
0.0003095377312,-0.0397437
0.0003110528827,-0.0308671
0.0003125680342,-0.0211091
0.0003140831858,-0.0108883
0.0003155983373,-0.00054891
0.0003165967957,0.00611836
0.0003176852887,0.0130107
0.0003192004402,0.0217384
