"TIME","Vout"
0,-0.000309303
9.252043243e-007,-0.000309303
6.330635969e-006,-0.000309312
7.997302635e-006,-0.000309352
9.663969302e-006,-0.000309509
1.049730264e-005,-0.000309693
1.133063597e-005,-0.000310009
1.21639693e-005,-0.000310531
1.299730264e-005,-0.000311363
1.383063597e-005,-0.000312651
1.46639693e-005,-0.000314588
1.549730264e-005,-0.000317432
1.633063597e-005,-0.000321513
1.71639693e-005,-0.000327247
1.799730264e-005,-0.000335152
1.883063597e-005,-0.000345858
1.96639693e-005,-0.000360121
2.049730264e-005,-0.000378833
2.133063597e-005,-0.000403031
2.21639693e-005,-0.000433906
2.299730264e-005,-0.000472802
2.383063597e-005,-0.000521219
2.46639693e-005,-0.000580805
2.549730264e-005,-0.000653351
2.633063597e-005,-0.00074077
2.71639693e-005,-0.00084508
2.799730264e-005,-0.00096838
2.883063597e-005,-0.00111282
2.96639693e-005,-0.00128054
3.049730264e-005,-0.00147369
3.133063597e-005,-0.00169431
3.21639693e-005,-0.00194434
3.299730264e-005,-0.00222553
3.383063597e-005,-0.00253942
3.46639693e-005,-0.00288727
3.549730264e-005,-0.00327
3.633063597e-005,-0.00368817
3.71639693e-005,-0.00414193
3.799730264e-005,-0.00463093
3.883063597e-005,-0.00515436
3.96639693e-005,-0.00571089
4.049730264e-005,-0.00629862
4.133063597e-005,-0.00691512
4.21639693e-005,-0.00755741
4.299730264e-005,-0.00822195
4.383063597e-005,-0.00890468
4.46639693e-005,-0.00960104
4.549730264e-005,-0.010306
4.633063597e-005,-0.0110142
4.71639693e-005,-0.0117197
4.799730264e-005,-0.0124164
4.883063597e-005,-0.0130982
4.96639693e-005,-0.0137583
5.049730264e-005,-0.0143903
5.133063597e-005,-0.0149876
5.21639693e-005,-0.0155436
5.299730264e-005,-0.0160521
5.383063597e-005,-0.0165068
5.46639693e-005,-0.016902
5.549730264e-005,-0.0172322
5.633063597e-005,-0.0174925
5.71639693e-005,-0.0176785
5.799730264e-005,-0.0177862
5.883063597e-005,-0.0178125
5.96639693e-005,-0.0177548
6.049730264e-005,-0.0176111
6.133063597e-005,-0.0173805
6.21639693e-005,-0.0170626
6.299730264e-005,-0.0166578
6.383063597e-005,-0.0161673
6.46639693e-005,-0.0155932
6.549730264e-005,-0.0149382
