"TIME","Vout"
0,-0.0103225
3.825043786e-008,-0.0103225
7.096918583e-008,-0.0103219
1.123194055e-007,-0.010318
1.529748732e-007,-0.0103086
2.222849938e-007,-0.0102809
3.387686157e-007,-0.0102242
5.112198633e-007,-0.0101443
8.561223585e-007,-0.0100004
2.014170873e-006,-0.00954418
3.125281985e-006,-0.00906129
4.144278525e-006,-0.00853954
5.255389636e-006,-0.00785226
6.366500747e-006,-0.00701738
7.477611858e-006,-0.00602084
8.588722969e-006,-0.00485915
9.69983408e-006,-0.00353881
1.081094519e-005,-0.0020753
1.19220563e-005,-0.000491695
1.303316741e-005,0.0011828
1.414427852e-005,0.00291443
1.525538964e-005,0.00466647
1.636650075e-005,0.00640074
1.747761186e-005,0.00807909
1.858872297e-005,0.00966465
1.969983408e-005,0.0111231
2.081094519e-005,0.0124234
2.19220563e-005,0.0135391
2.303316741e-005,0.014448
2.414427852e-005,0.0151336
2.525538964e-005,0.0155844
2.636650075e-005,0.0157941
2.747761186e-005,0.0157617
2.858872297e-005,0.0154906
2.969983408e-005,0.0149887
3.081094519e-005,0.0142673
3.19220563e-005,0.013341
3.303316741e-005,0.0122265
3.414427852e-005,0.0109423
3.525538964e-005,0.00950796
3.636650075e-005,0.00794341
3.747761186e-005,0.00626869
3.858872297e-005,0.00450343
3.969983408e-005,0.00266658
4.081094519e-005,0.000776244
4.19220563e-005,-0.00115034
4.303316741e-005,-0.0030968
4.414427852e-005,-0.00504753
4.525538964e-005,-0.00698749
4.636650075e-005,-0.00890205
4.747761186e-005,-0.0107767
4.858872297e-005,-0.0125971
4.969983408e-005,-0.0143484
5.081094519e-005,-0.0160155
5.19220563e-005,-0.0175831
5.303316741e-005,-0.0190353
5.414427852e-005,-0.0203559
5.525538964e-005,-0.0215289
5.636650075e-005,-0.0225382
5.747761186e-005,-0.0233685
5.858872297e-005,-0.0240053
5.969983408e-005,-0.024436
6.081094519e-005,-0.0246499
6.19220563e-005,-0.024639
6.303316741e-005,-0.0243985
6.414427852e-005,-0.0239272
6.525538964e-005,-0.0232283
6.636650075e-005,-0.0223092
6.747761186e-005,-0.0211824
6.858872297e-005,-0.0198648
6.969983408e-005,-0.0183781
7.081094519e-005,-0.0167486
7.19220563e-005,-0.0150065
7.303316741e-005,-0.0131856
7.414427852e-005,-0.0113223
7.525538964e-005,-0.00945531
7.636650075e-005,-0.0076241
7.747761186e-005,-0.0058683
7.858872297e-005,-0.00422647
7.969983408e-005,-0.00273512
8.081094519e-005,-0.00142759
8.19220563e-005,-0.000333143
8.303316741e-005,0.000523923
8.414427852e-005,0.00112503
8.525538964e-005,0.00145788
8.636650075e-005,0.00151688
8.747761186e-005,0.0013033
8.858872297e-005,0.000825305
8.969983408e-005,9.76819e-005
9.081094519e-005,-0.000858545
9.19220563e-005,-0.00201675
9.303316741e-005,-0.00334548
9.414427852e-005,-0.0048094
9.525538964e-005,-0.00637027
9.636650075e-005,-0.0079881
9.747761186e-005,-0.00962224
9.858872297e-005,-0.0112325
9.969983408e-005,-0.0127805
0.0001008109452,-0.0142301
0.0001019220563,-0.0155493
0.0001030331674,-0.0167101
0.0001041442785,-0.0176899
0.0001052553896,-0.0184714
0.0001063665007,-0.0190433
0.0001074776119,-0.0194
0.000108588723,-0.0195419
0.0001096998341,-0.0194748
0.0001108109452,-0.0192095
0.0001119220563,-0.0187614
0.0001130331674,-0.0181496
0.0001141442785,-0.0173964
0.0001152553896,-0.0165261
0.0001163665007,-0.0155645
0.0001174776119,-0.0145378
0.000118588723,-0.0134721
0.0001196998341,-0.0123923
0.0001208109452,-0.0113219
0.0001219220563,-0.0102823
0.0001230331674,-0.00929212
0.0001241442785,-0.00836757
0.0001252553896,-0.00752178
0.0001263665007,-0.00676501
0.0001274776119,-0.00610467
0.000128588723,-0.00554551
0.0001296998341,-0.00508987
0.0001308109452,-0.00473801
0.0001319220563,-0.00448851
0.0001330331674,-0.00433858
0.0001341442785,-0.00428446
0.0001352553896,-0.00432177
0.0001363665007,-0.00444578
0.0001374776119,-0.00465164
0.000138588723,-0.00493452
0.0001396998341,-0.00528973
0.0001408109452,-0.00571265
0.0001419220563,-0.00619872
0.0001430331674,-0.00674325
0.0001441442785,-0.00734124
0.0001452553896,-0.00798718
0.0001463665007,-0.00867487
0.0001474776119,-0.00939719
0.000148588723,-0.010146
0.0001496998341,-0.0109118
0.0001508109452,-0.0116841
0.0001519220563,-0.0124507
0.0001530331674,-0.0131985
0.0001541442785,-0.0139132
0.0001552553896,-0.0145796
0.0001563665007,-0.0151824
0.0001574776119,-0.0157057
0.000158588723,-0.0161347
0.0001596998341,-0.0164552
0.0001608109452,-0.0166546
0.0001619220563,-0.0167225
0.0001630331674,-0.0166513
0.0001641442785,-0.0164363
0.0001652553896,-0.0160764
0.0001663665007,-0.0155745
0.0001674776119,-0.0149373
0.000168588723,-0.0141758
0.0001696998341,-0.013305
0.0001708109452,-0.0123436
0.0001719220563,-0.0113138
0.0001730331674,-0.0102407
0.0001741442785,-0.00915157
0.0001752553896,-0.00807499
0.0001763665007,-0.00704028
0.0001774776119,-0.00607635
0.000178588723,-0.00521087
0.0001796998341,-0.00446932
0.0001808109452,-0.00387414
0.0001819220563,-0.00344394
0.0001830331674,-0.00319279
0.0001841442785,-0.00312969
0.0001852553896,-0.00325816
0.0001863665007,-0.00357607
0.0001874776119,-0.00407557
0.000188588723,-0.00474328
0.0001896998341,-0.00556068
0.0001908109452,-0.00650462
0.0001919220563,-0.00754804
0.0001930331674,-0.00866079
0.0001941442785,-0.00981063
0.0001952553896,-0.0109642
0.0001963665007,-0.0120883
0.0001974776119,-0.0131505
0.000198588723,-0.0141207
0.0001996998341,-0.0149718
0.0002008109452,-0.0156806
0.0002019220563,-0.0162287
0.0002030331674,-0.0166028
0.0002041442785,-0.016795
0.0002052553896,-0.0168035
0.0002063665007,-0.016632
0.0002074776119,-0.0162898
0.000208588723,-0.015791
0.0002096998341,-0.0151545
0.0002108109452,-0.0144028
0.0002119220563,-0.0135615
0.0002130331674,-0.012658
0.0002141442785,-0.011721
0.0002152553896,-0.010779
0.0002163665007,-0.00985983
0.0002174776119,-0.00898955
0.000218588723,-0.00819156
0.0002196998341,-0.00748602
0.0002208109452,-0.00688928
0.0002219220563,-0.00641348
0.0002230331674,-0.00606632
0.0002241442785,-0.00585103
0.0002252553896,-0.00576647
0.0002263665007,-0.00580741
0.0002274776119,-0.00596493
0.000228588723,-0.00622698
0.0002296998341,-0.00657895
0.0002308109452,-0.00700437
0.0002319220563,-0.00748568
0.0002330331674,-0.00800485
0.0002341442785,-0.00854419
0.0002352553896,-0.00908688
0.0002363665007,-0.0096176
0.0002374776119,-0.010123
0.000238588723,-0.0105918
0.0002396998341,-0.0110155
0.0002408109452,-0.0113879
0.0002419220563,-0.0117055
0.0002430331674,-0.0119673
0.0002441442785,-0.0121743
0.0002452553896,-0.0123293
0.0002463665007,-0.0124367
0.0002474776119,-0.0125019
0.000248588723,-0.0125308
0.0002496998341,-0.0125295
0.0002508109452,-0.0125037
0.0002519220563,-0.0124584
0.0002530331674,-0.0123978
0.0002541442785,-0.0123249
0.0002552553896,-0.0122413
0.0002563665007,-0.0121473
0.0002574776119,-0.0120422
0.000258588723,-0.0119241
0.0002596998341,-0.0117902
0.0002608109452,-0.0116376
0.0002619220563,-0.0114628
0.0002630331674,-0.0112629
0.0002641442785,-0.0110355
0.0002652553896,-0.0107792
0.0002663665007,-0.0104942
0.0002674776119,-0.0101818
0.000268588723,-0.00984557
0.0002696998341,-0.00949068
0.0002708109452,-0.00912424
0.0002719220563,-0.00875506
0.0002730331674,-0.00839345
0.0002741442785,-0.00805088
0.0002752553896,-0.00773953
0.0002763665007,-0.00747186
